partnumber,releasedate
M97S4K9-8.4.2E,2004-09-09
M97S4K9-NPE-8.4.2,2004-09-09
M97S4K9-NPE-8.4.2A,2004-09-09
M97S4K9-NPE-8.4.2B,2004-09-09
M97S4K9-NPE-8.4.2C,2004-09-09
M97S4K9-NPE-8.4.2D,2004-09-09
M97S4K9-NPE-8.4.2E,2004-09-09
M9222IDMMK9,2004-09-09
M9222IDMMTSK9,2004-09-09
M9222IDMMTSK9=,2004-09-09
M92DMM184K9,2004-09-09
M92DMM184TSK9=,2004-09-09
M92DMMS1K9,2004-09-09
M92DMMS1K9=,2004-09-09
M92DMMTS1K9,2004-09-09
M92DMMTS1K9=,2004-09-09
M95DMM184K9,2004-09-09
M95DMMS1K9,2004-09-09
M95DMMS1K9=,2004-09-09
M95DMMTS1K9,2004-09-09
M95DMMTS1K9=,2004-09-09
DS-X9304-18K9,2003-09-09
DS-X9316-SSNK9,2003-09-09
DS-CAC-3000W,2003-09-09
MEM-MDS-FLD512M,2003-09-09
M9500EXT1AK9,2003-09-09
M95EXTSSNK9,2003-09-09
M9500ENT1K9,2003-09-09
DCNM-S-PAK-M95-K9,2003-09-09
L-DCNM-S-M95-K9,2003-09-09
M9500FIC1K9,2003-09-09
M95SMESSNK9,2003-09-09
M95IOA184,2003-09-09
M95IOASSN,2003-09-09
DS-C9509=,2003-09-09
DS-X9530-SF2AK9=,2003-09-09
DS-X9304-18K9=,2003-09-09
DS-X9316-SSNK9=,2003-09-09
SFP-H10GB-CU1M=,2003-09-09
SFP-H10GB-CU3M=,2003-09-09
SFP-H10GB-CU5M=,2003-09-09
SFP-H10GB-ACU7M=,2003-09-09
SFP-H10GB-ACU10M=,2003-09-09
DS-SFP-8G-SW-4=,2003-09-09
DS-SFP-4G-SW=,2003-09-09
DS-SFP-4G-SW-4=,2003-09-09
DS-SFP-FCGE-SW=,2003-09-09
DS-SFP-FCGE-LW=,2003-09-09
DS-SFP-GE-T=,2003-09-09
DS-CWDM-XXXX=,2003-09-09
DWDM-X2-YY.YY=,2003-09-09
DS-C9509-CL=,2003-09-09
DS-9SL0T-FAN=,2003-09-09
DS-CAC-3000W=,2003-09-09
MEM-MDS-FLD512M=,2003-09-09
M9500FIC1K9=,2003-09-09
M9500XRC=,2003-09-09
M9500EXT1AK9=,2003-09-09
M95EXTSSNK9=,2003-09-09
L-M95EXTSSNK9=,2003-09-09
M95IOA184=,2003-09-09
L-M95IOASSN=,2003-09-09
L-M95SMESSNK9=,2003-09-09
L-M95IOA184=,2003-09-09
L-M95DMM184K9=,2003-09-09
L-M95DMM184TSK9=,2003-09-09
M9500SSE184K9=,2003-09-09
DS-C9134AP-K9,2003-09-09
DS-C9134-K9,2003-09-09
DS-C9134-1K9,2003-09-09
DS-9134G-K9,2003-09-09
DS-9134G-1K9,2003-09-09
DS-CAB-15M=,2003-09-09
DS-CAB-1M=,2003-09-09
DS-C24-300AC=,2003-09-09
DS-C34-FAN=,2003-09-09
PWR-C49-300DC=,2003-09-09
M9134PL8-4G-AP=,2003-09-09
M9134PL8-4G=,2003-09-09
M9134PL2-10G=,2003-09-09
CAB-9K10A-AR,2003-09-09
CAB-9K10A-CH,2003-09-09
CAB-9K10A-ISR,2003-09-09
CAB-9K10A-KOR,2003-09-09
CAB-9K10A-SA,2003-09-09
CAB-9K10A-TWN,2003-09-09
DS-C9140-K9,2003-09-09
DS-SFP-FC-2G-SW,2003-09-09
DS-SFP-FC-2G-LW,2003-09-09
DS-CAC-300W=,2003-09-09
DS-1RU-FAN=,2003-09-09
DS-SFP-FC-2G-SW=,2003-09-09
DS-SFP-FC-2G-LW=,2003-09-09
DS-CWDM-1470=,2003-09-09
DS-CWDM-1490=,2003-09-09
DS-CWDM-1510=,2003-09-09
DS-CWDM-1530=,2003-09-09
DS-CWDM-1550=,2003-09-09
DS-CWDM-1570=,2003-09-09
DS-CWDM-1590=,2003-09-09
DS-CWDM-1610=,2003-09-09
DS-FC-SW-4PK=,2003-09-09
Cisco 10GBASE-SR SFP+ Module for MMF,2003-09-09
Cisco 10GBASE-LR SFP+ Module for SMF,2003-09-09
Cisco 10GBASE-ER SFP+ Module for SMF,2003-09-09
"10GBASE-CU SFP+ Cable 1 Meter, passive",2003-09-09
"10GBASE-CU SFP+ Cable 3 Meter, passive",2003-09-09
"10GBASE-CU SFP+ Cable 5 Meter, passive",2003-09-09
"10GBASE-CU SFP+ Cable 7 Meter, active",2003-09-09
"10GBASE-CU SFP+ Cable 10 Meter, active",2003-09-09
Cisco 40GBASE-SR4 QSFP Module for MMF,2003-09-09
Cisco 40GBASE-CSR4 QSFP Module for MMF,2003-09-09
Cisco 40GBASE-SR Bi-Directional QSFP Module for Duplex MMF,2003-09-09
DS-SFP-FC32G-ELW=,2003-09-09
DS-SFP-FC64G-LW=,2003-09-09
DS-CWDM4G1470=,2003-09-09
DS-CWDM4G1490=,2003-09-09
DS-CWDM4G1510=,2003-09-09
DS-CWDM4G1530=,2003-09-09
DS-CWDM4G1550=,2003-09-09
DS-CWDM4G1570=,2003-09-09
DS-CWDM4G1590=,2003-09-09
DS-CWDM4G1610=,2003-09-09
DS-CWDMOADM4x=,2003-09-09
DS-CWDM-MUX8A=,2003-09-09
DS-CWDMOADM4A=,2003-09-09
DS-CWDMOADM4B=,2003-09-09
DS-CWDMCHASSIS=,2003-09-09
DWDM-SFP-5172=,2003-09-09
DS-X97-SF1E-K9=,2003-09-09
DS-X97-SF1-K9=,2003-09-09
DS-C9706-1EK9,2003-09-09
DS-C9706-1K9,2003-09-09
DS-C9706-2B8K9,2003-09-09
DS-C9706-2BSK9,2003-09-09
DS-C9706H-1K9,2003-09-09
DS-C9710-4B8K9,2003-09-09
DS-C9710-4BSK9,2003-09-09
DS-C9710H-1K9,2003-09-09
DS-C9718-1K9,2003-09-09
DS-X9706-FAB1-D,2003-09-09
DS-X9706-FAB1-D=,2003-09-09
DS-X9706-FAB1=,2003-09-09
DS-X9706-FAB1B,2003-09-09
DS-X9706-FAB1B=,2003-09-09
DS-X9706H-FAB1=,2003-09-09
DS-X9710-FAB1=,2003-09-09
DS-X9710-FAB1B,2003-09-09
DS-X9710-FAB1B=,2003-09-09
DS-X9710H-FAB1=,2003-09-09
DS-X9718-FAB1=,2003-09-09
DS-X9718-FAB1B=,2003-09-09
DS-9396S-KIT-CSCO,2003-09-09
DS-9396S-KIT-EM,2003-09-09
DS-9396S-KIT-HDS,2003-09-09
DS-9396S-KIT-IBM,2003-09-09
DS-C9396S-48E8K9,2003-09-09
DS-C9396S-48I8K9,2003-09-09
DS-C9396S-48ISK9,2003-09-09
DS-C9396S-96ESK9,2003-09-09
DS-C9396S-96I8K9,2003-09-09
UCS-EP-MDS9396SL2,2003-09-09
M9396S-PL12,2003-09-09
M9396S-PL12-8,2003-09-09
M9396S-PL12-S,2003-09-09
M9396S-PL12U,2003-09-09
M91XK9-SD-1Y,2003-09-09
M91XK9-SD-3Y,2003-09-09
M91XK9-SD-5Y,2003-09-09
M91XK9-SD-7Y,2003-09-09
M93XK9-SD-1Y,2003-09-09
M93XK9-SD-3Y,2003-09-09
M93XK9-SD-5Y,2003-09-09
M93XK9-SD-7Y,2003-09-09
M97XK9-SD-1Y,2003-09-09
M97XK9-SD-3Y,2003-09-09
M97XK9-SD-5Y,2003-09-09
M97XK9-SD-7Y,2003-09-09
DS-X9824-960K9=,2003-09-09
DS-X9824960BDC06=,2003-09-09
DS-X9824960BDC10=,2003-09-09
DS-X9824960BDC18=,2003-09-09
DS-X9824960SRC06=,2003-09-09
DS-X9824960SRC10=,2003-09-09
DS-X9824960SRC18=,2003-09-09
DS-X9824960BDK9=,2003-09-09
DS-X9824960SRK9=,2003-09-09
DS-X9848-480K9=,2003-09-09
C1-N3K-C31108PC-V,2003-09-09
C1-N3K-C31108TC-V,2003-09-09
C1-N3K-C3132Q-V,2003-09-09
C1-N3K-C3172PQ,2003-09-09
C1-N3K-C3172PQ-XL,2003-09-09
C1-N3K-C3172TQ,2003-09-09
C1-N3K-C3172TQ-XL,2003-09-09
C1-N3K-C3232C,2003-09-09
C1-N3K-C3524X,2003-09-09
C1-N3K-C3548X,2003-09-09
C1-N5596UP-B-FC48,2003-09-09
C1-N7004-S2,2003-09-09
C1-N7004-S2-R,2003-09-09
C1-N7004-S2E,2003-09-09
C1-N7004-S2E-R,2003-09-09
C1-N7009-B2S2,2003-09-09
C1-N7009-B2S2-R,2003-09-09
C1-N7009-B2S2E,2003-09-09
C1-N7009-B2S2E-R,2003-09-09
C1-N7010-B2S2,2003-09-09
C1-N7010-B2S2-R,2003-09-09
C1-N7010-B2S2E,2003-09-09
C1-N7010-B2S2E-R,2003-09-09
C1-N7018,2003-09-09
C1-N7702,2003-09-09
C1-N7702-S2E-AC,2003-09-09
C1-N7706-B23S2E-R,2003-09-09
C1-N7706-B26S2E,2003-09-09
C1-N7706-B26S2E-R,2003-09-09
C1-N7706-EN-B22S2E,2003-09-09
C1-N7710-B23S2E,2003-09-09
C1-N7710-B23S2E-R,2003-09-09
C1-N7710-B26S2E,2003-09-09
C1-N7710-B26S2E-R,2003-09-09
C1-N7718,2003-09-09
C1-N9K-C93108-B18Q,2003-09-09
C1-N9K-C93108-BUN,2003-09-09
C1-N9K-C93108E-BUN,2003-09-09
C1-N9K-C93108EXB24,2003-09-09
C1-N9K-C93108TC-EX,2003-09-09
C1-N9K-C93108TC-FX,2003-09-09
C1-N9K-C93180-B18Q,2003-09-09
C1-N9K-C93180-BUN,2003-09-09
C1-N9K-C93180E-BUN,2003-09-09
C1-N9K-C93180EXB24,2003-09-09
C1-N9K-C93180YC-EX,2003-09-09
C1-N9K-C93180YC-FX,2003-09-09
C1-N9K-C9348GC-FXP,2003-09-09
C1-N9K-C9364C,2003-09-09
C1-N9K-C9504,2003-09-09
C1-N9K-C9504-B2,2003-09-09
C1-N9K-C9504-B3-E,2003-09-09
C1-N9K-C9508,2003-09-09
C1-N9K-C9508-B2,2003-09-09
C1-N9K-C9508-B3-E,2003-09-09
C1-N9K-C9516,2003-09-09
C1-N9KC93108-FX-B,2003-09-09
C1-N9KC93108FX-B24,2003-09-09
C1-N9KC93108FXB18Q,2003-09-09
C1-N9KC93180-FX-B,2003-09-09
C1-N9KC93180FX-B24,2003-09-09
C1-N9KC93180FXB18Q,2003-09-09
C1A1PNEX70001K9,2003-09-09
C1A1PNEX9200K9,2003-09-09
C1A1VNEX9300-01,2003-09-09
C1A2PNEX70001K9,2003-09-09
C1A2PNEX77001K9,2003-09-09
C1A2PNEX77021K9,2003-09-09
C1A2PNEX9300K9,2003-09-09
C1A3PNEX70001K9,2003-09-09
C1A3PNEX77001K9,2003-09-09
C1A4PNEX70001K9,2003-09-09
C1F1ANEX30001K9,2003-09-09
C1F1ANEX30001K9=,2003-09-09
C1F1ANEX30481K9,2003-09-09
C1F1ANEX30481K9=,2003-09-09
C1F1ANEX35241K9,2003-09-09
C1F1ANEX35481K9,2003-09-09
C1F1ANEX35481K9=,2003-09-09
C1F1PMDS9100K9,2003-09-09
C1F1PMDS9200K9,2003-09-09
C1F1PMDS9300K9,2003-09-09
C1F1PMDS9700K9,2003-09-09
C1F1PNEX30001K9,2003-09-09
C1F1PNEX30481K9,2003-09-09
C1F1PNEX35241K9,2003-09-09
C1F1PNEX35481K9,2003-09-09
C1F1PNEX70001K9,2003-09-09
C1F1PNEX9200K9,2003-09-09
C1F1PNEX9300K9,2003-09-09
C1F1PNEX9500K9,2003-09-09
C1F2PNEX70001K9,2003-09-09
C1F2PNEX77001K9,2003-09-09
C1F2PNEX77021K9,2003-09-09
C1F2PNEX9300AK9,2003-09-09
C1F2PNEX9300K9,2003-09-09
C1F2PNEX9500AK9,2003-09-09
C1F2PNEX9500K9,2003-09-09
C1F3PNEX77001K9,2003-09-09
C1F3PNEX9300AK9,2003-09-09
C1F3PNEX9300K9,2003-09-09
C1F4PNEX9300AK9,2003-09-09
C1F4PNEX9300K9,2003-09-09
C1F5PNEX9300K9,2003-09-09
C1F6ANEX9300K9,2003-09-09
C1F6PNEX9300AK9,2003-09-09
C1F6PNEX9300K9,2003-09-09
C1F7ANEX9300K9,2003-09-09
C1F7PNEX9300K9,2003-09-09
M91S2K9-5.0.1A,2003-09-09
M91S2K9-5.0.4,2003-09-09
M91S2K9-5.2.1,2003-09-09
M91S2K9-5.2.1A,2003-09-09
M91S2K9-5.2.2,2003-09-09
M91S2K9-5.2.6,2003-09-09
M91S2K9-5.2.8,2003-09-09
M91S3K9-5.0.1A,2003-09-09
M91S3K9-5.0.1B,2003-09-09
M91S3K9-5.0.4,2003-09-09
M91S3K9-5.2.1,2003-09-09
M91S3K9-5.2.1A,2003-09-09
M91S3K9-5.2.2,2003-09-09
M91S3K9-5.2.6,2003-09-09
M91S3K9-5.2.8,2003-09-09
M92S2K9-5.0.1A,2003-09-09
M92S2K9-5.0.4,2003-09-09
M92S2K9-5.2.1,2003-09-09
M92S2K9-5.2.1A,2003-09-09
M92S2K9-5.2.2,2003-09-09
M92S2K9-5.2.6,2003-09-09
M92S2K9-5.2.8,2003-09-09
M95S2K9-5.0.1A,2003-09-09
M95S2K9-5.0.4,2003-09-09
M95S2K9-5.2.1,2003-09-09
M95S2K9-5.2.1A,2003-09-09
M95S2K9-5.2.2,2003-09-09
M95S2K9-5.2.6,2003-09-09
M95S2K9-5.2.8,2003-09-09
SSI-M9K9-504,2003-09-09
SSI-M9K9-521,2003-09-09
SSI-M9K9-521A,2003-09-09
SSI-M9K9-522,2003-09-09
SSI-M9K9-526,2003-09-09
SSI-M9K9-528,2003-09-09
DS-C9148S-K9=,2004-09-17
DS-C48S-300AC=,2004-09-17
DS-C48S-FAN=,2004-09-17
M9148S-PL12,2004-09-17
M9148S-DPL12PSG,2004-09-17
M9148S-DPL12P8G,2004-09-17
M9148S-PL12=,2004-09-17
M9148S-DPL12PSG=,2004-09-17
M9148S-DPL12P8G=,2004-09-17
L-M9148S-PL12=,2004-09-17
M9148S-PL12-SL=,2004-09-17
DS-CWDM8Gxxxx=,2004-09-17
DS-9148S-KIT-EM,2004-09-17
DS-9148S-KIT-HDS,2004-09-17
DS-9148S-KIT-IBM,2004-09-17
DS-9148S-KIT-HP,2004-09-17
DS-9148S-KIT-CSCO=,2004-09-17
CAB-9K10A-AR=,2004-09-17
CAB-9K10A-AU=,2004-09-17
CAB-9K10A-CH=,2004-09-17
CAB-9K10A-EU=,2004-09-17
CAB-9K10A-ISR=,2004-09-17
CAB-9K10A-IT=,2004-09-17
CAB-9K10A-KOR=,2004-09-17
CAB-9K10A-SA=,2004-09-17
CAB-9K10A-SW=,2004-09-17
CAB-9K10A-TWN=,2004-09-17
CAB-9K10A-UK=,2004-09-17
CAB-9K12A-NA=,2004-09-17
CAB-250V-10A-BR=,2004-09-17
CAB-C15-CBN=,2004-09-17
DS-C9132T-24PISK9,2004-09-17
DS-C9132T-24PISK9P,2004-09-17
M9148S-PL12E=,2004-09-17
M9396S-PL12=,2004-09-17
L-M9396S-PL12=,2004-09-17
M9396S-PL12-SL=,2004-09-17
M9396S-PL12-8=,2004-09-17
M9396S-PL12-S=,2004-09-17
M9396S-PL12E=,2004-09-17
M9250IP20-16G=,2004-09-17
M9250IP20-16G-SL=,2004-09-17
DS-9250I-KITCCO=,2004-09-17
DS-9250I-KITEMC,2004-09-17
DS-9250I-KITHDS,2004-09-17
DS-9250I-KITHP,2004-09-17
DS-9250I-KITIBM,2004-09-17
01FT562,2004-09-17
01FT571,2004-09-17
DS-C925016GSFPK9++,2004-09-17
DS-C9250I-K9++,2004-09-17
DS-C9250I-K9++=,2004-09-17
DS-C9250I-K9=,2004-09-17
DS-C9250I8GSFPK9++,2004-09-17
DS-C9250ID16GSFPK9,2004-09-17
DS-C9250ID8GSFPK9,2004-09-17
DS-C9250IH-K9,2004-09-17
M9250IPD20-16GSFP=,2004-09-17
M9250IPD20-8GSFP=,2004-09-17
SAN50C-R,2004-09-17
DS-C9250I-D12S-ENT,2004-09-17
L-M9250IBLKIOA,2004-09-17
L-M9250IDMMK9=,2004-09-17
L-M9250IDMMT6M=,2004-09-17
L-M9250IIOA=,2004-09-17
L-M9250IP20-16G=,2004-09-17
M9250IDMMK9,2004-09-17
M9250IDMMK9=,2004-09-17
M9250IDMMT6M,2004-09-17
M9250IDMMT6M=,2004-09-17
M9250IIOA,2004-09-17
M9250IP20-16G,2004-09-17
M9250IP20-16GE=,2004-09-17
M9250IP20-16GH=,2004-09-17
M9250IIOA=,2004-09-17
DS-C9148S-12PK9=,2004-09-17
DS-C9148S-24PK9,2004-09-17
DS-C9148S-24PK9=,2004-09-17
DS-C9148S-48PK9=,2004-09-17
DS-C9148S-CD12P8K9,2004-09-17
DS-C9148S-CD12PSK9,2004-09-17
DS-C9148S-D24P8K9,2004-09-17
DS-C9148S-D24PSK9,2004-09-17
DS-C9148S-D8P8K9,2004-09-17
DS-C9148S-SP-EK9,2004-09-17
UCS-EP-MDS9148S-L1,2004-09-17
UCS-EP-MDS9148SL2,2004-09-17
L-M9148S-DPL12=,2004-09-17
M9148S-DPL12=,2004-09-17
M9148S-PL12H=,2004-09-17
M9148S-PL12P8G=,2004-09-17
M9148S-PL12PSG=,2004-09-17
M9148S-PL12U,2004-09-17
M9148S-SP-12P8G,2004-09-17
DS-HP-8GFC-K9,2004-09-17
DS-HP-8GFC-K9=,2004-09-17
DS-HP-8GFC-L-K9,2004-09-17
DS-HP-8GFC-L-K9=,2004-09-17
DS-9148-KIT-CSCO,2004-09-17
DS-9148-KIT-CSCO=,2004-09-17
DS-9148-KIT-EMC,2004-09-17
DS-9148-KIT-HDS,2004-09-17
DS-9148-KIT-HP,2004-09-17
DS-9148-KIT-IBM,2004-09-17
DS-C48-300AC=,2004-09-17
DS-C48-FAN=,2004-09-17
DS-C9148-16P-HK9,2004-09-17
DS-C9148-32P-K9,2004-09-17
DS-C9148-IBM16P-K9,2004-09-17
DS-C9148-K9,2004-09-17
DS-C9148-K9=,2004-09-17
DS-C9148-NA16P-K9,2004-09-17
DS-C9148D-4G16P-K9,2004-09-17
DS-C9148D-4G32P-K9,2004-09-17
DS-C9148D-4G48P-K9,2004-09-17
DS-C9148D-8G16P-K9,2004-09-17
DS-C9148UCSBNDL-K9,2004-09-17
DS-9124-KIT-CSCO,2004-09-17
DS-9124-KIT-CSCO=,2004-09-17
DS-9124-KIT-EMC,2004-09-17
DS-9124-KIT-HDS,2004-09-17
DS-9124-KIT-HP,2004-09-17
DS-9124-KIT-IBM,2004-09-17
DS-9124-KIT-SUN,2004-09-17
DS-C24-300AC,2004-09-17
DS-C24-300AC-IBM=,2004-09-17
DS-C9124-0-K9,2004-09-17
DS-C9124-0-K9=,2004-09-17
DS-C9124-1-K9,2004-09-17
DS-C9124-2-K9,2004-09-17
DS-C9124-EXPAND,2004-09-17
DS-C9124-HDS-K9,2004-09-17
DS-C9124-IBM-1-K9,2004-09-17
DS-C9124-IBM-1-K9=,2004-09-17
DS-C9124-IBM-1K9,2004-09-17
DS-C9124-IBM-2-K9=,2004-09-17
DS-C9124-IBM-K9,2004-09-17
DS-C9124-IBM-K9=,2004-09-17
DS-C9124AP-K9,2004-09-17
DS-C9124BDL-K9,2004-09-17
DS-C9124DC-K9,2004-09-17
DS-C9124EVBDL-K9,2004-09-17
DS-C9124US-K9,2004-09-17
DS-925 0I-KITCCO=,2004-09-10
DS-SFP-GET,2004-09-10
M9200FIC1K9,2004-09-10
M9200XRC,2004-09-10
DS-C50I-FAN=,2004-09-10
DS-C50I-300AC=,2004-09-10
SFP-H10GB-CU1-5M=,2004-09-10
SFP-H10GB-CU2M=,2004-09-10
SFP-H10GB-CU2-5M=,2004-09-10
M9250iDMMK9=,2004-09-10
L-M9250iDMMK9=,2004-09-10
M9200XRC=,2004-09-10
DS-2SLOT-FAN=,2004-09-10
DS-9200-KIT-CCO,2004-09-10
DS-9200-KIT-CCO=,2004-09-10
DS-9200-KIT-DM,2004-09-10
DS-9200-KIT-EMC,2004-09-10
DS-9200-KIT-HDS,2004-09-10
DS-9200-KIT-HP,2004-09-10
DS-9200-KIT-IBM,2004-09-10
DS-9200-KIT-NPE,2004-09-10
DS-9200-KIT-SUN,2004-09-10
DS-C9222I-HK9,2004-09-10
DS-C9222I-NAK9,2004-09-10
DS-C9222IEVBDL-K9,2004-09-10
DS-CAC-845W,2004-09-10
DS-CAC-845W/2,2004-09-10
DS-CAC-845W=,2004-09-10
DS-X9222I-K9,2004-09-10
DS-X9304-18HK9=,2004-09-10
L-M9222ISSE1K9=,2004-09-10
M9222ISSE1HK9=,2004-09-10
M9222ISSE1K9,2004-09-10
M9222ISSE1K9=,2004-09-10
MDS-9222I-75-PPT,2004-09-10
MDS-9222I-FREE-SW,2004-09-10
DS-C9396S-K9=,2015-05-21
DS-CAC-1200W-E=,2015-05-21
DS-CAC-1200W=,2015-05-21
DS-C96S-FAN-E=,2015-05-21
DS-C96S-FAN-I=,2015-05-21
DS-9396S-KIT-CSCO=,2015-05-21
M93ENTDCNM-K9=,2015-05-21
DS-C9513,2004-09-09
DS-CAC-6000W,2004-09-09
DS-C9513=,2004-09-09
DS-C9513-CL=,2004-09-09
DS-13SLT-FAN-F=,2004-09-09
DS-13SLT-FAN-R=,2004-09-09
DS-CAC-6000W=,2004-09-09
M9500SME1MK9=,2004-09-09
DS-C9506,2004-09-09
DS-CAC-1900W,2004-09-09
CAB-1900W-CH,2004-09-09
CAB-1900W-EU,2004-09-09
CAB-1900W-INT,2004-09-09
CAB-1900W-ISR,2004-09-09
CAB-1900W-KOR,2004-09-09
CAB-1900W-SA,2004-09-09
CAB-1900W-SW,2004-09-09
CAB-1900W-TWN,2004-09-09
CAB-1900W-UK,2004-09-09
CAB-1900W-US1,2004-09-09
CAB-1900W-US2,2004-09-09
DS-C9506=,2004-09-09
DS-C9506-CL=,2004-09-09
DS-6SL0T-FAN=,2004-09-09
DS-CAC-1900W=,2004-09-09
CAB-1900W-CH=,2004-09-09
CAB-1900W-EU=,2004-09-09
CAB-1900W-INT=,2004-09-09
CAB-1900W-ISR=,2004-09-09
CAB-1900W-KOR=,2004-09-09
CAB-1900W-SA=,2004-09-09
CAB-1900W-SW=,2004-09-09
CAB-1900W-TWN=,2004-09-09
CAB-1900W-UK=,2004-09-09
CAB-1900W-US1=,2004-09-09
CAB-1900W-US2=,2004-09-09
DS-X9232256NHK9=,2004-09-09
DS-X9248256NHK9=,2004-09-09
DS-X9530-SF2A-HK9=,2004-09-09
DS-6SLOT-CAB=,2004-09-09
DS-6SLOT-FAN=,2004-09-09
DS-9506-KIT-CCO,2004-09-09
DS-9506-KIT-CCO=,2004-09-09
DS-9506-KIT-EMC,2004-09-09
DS-9506-KIT-HDS,2004-09-09
DS-9506-KIT-HP,2004-09-09
DS-9506-KIT-IBM,2004-09-09
DS-9506-KIT-NPE,2004-09-09
DS-C9506-2AHK9,2004-09-09
DS-C9506-2AK9,2004-09-09
DS-C9506-CBN,2004-09-09
DS-C9506-CBT,2004-09-09
DS-C9506-K9,2004-09-09
DS-PEM-20A-AC,2004-09-09
DS-PEM-20A-AC=,2004-09-09
DS-13SLT-FAN-F,2004-09-09
DS-13SLT-FAN-R,2004-09-09
DS-9513-KIT-CCO,2004-09-09
DS-9513-KIT-CCO=,2004-09-09
DS-9513-KIT-DM,2004-09-09
DS-9513-KIT-EMC,2004-09-09
DS-9513-KIT-HDS,2004-09-09
DS-9513-KIT-HP,2004-09-09
DS-9513-KIT-IBM,2004-09-09
DS-9513-KIT-NPE,2004-09-09
DS-9513-KIT-SUN,2004-09-09
DS-C9513-CL,2004-09-09
DS-C9513-IBM,2004-09-09
DS-9509-A-UPGR,2004-09-09
DS-9509-KIT-CCO,2004-09-09
DS-9509-KIT-CCO=,2004-09-09
DS-9710-KIT-CCO=,2004-09-09
DS-9509-KIT-EMC,2004-09-09
DS-9509-KIT-HDS,2004-09-09
DS-9710-KIT-HDS,2004-09-09
DS-9509-KIT-HP,2004-09-09
DS-9710-KIT-HP,2004-09-09
DS-9509-KIT-IBM,2004-09-09
DS-9710-KIT-IBM,2004-09-09
DS-9509-KIT-NPE,2004-09-09
DS-9710-KIT-CCO,2004-09-09
DS-9509-KIT-SUN,2004-09-09
DS-9SLOT-CAB=,2004-09-09
DS-9SLOT-FAN=,2004-09-09
DS-C9509-2AHK9,2004-09-09
DS-C9509-2AK9,2004-09-09
DS-C9509-2ANHK9,2004-09-09
DS-C9509-CBN,2004-09-09
DS-C9509-CBT,2004-09-09
DS-C9509-DM-K9,2004-09-09
DS-C9509-HDS,2004-09-09
DS-C9509-HV-K9,2004-09-09
DS-C9509-IBM,2004-09-09
DS-DIMM1=,2004-09-09
DS-SFP-FC16G-SW[3],2013-03-29
DS-SFP-FC16G-ELW,2013-03-29
DS-SFP-FC16G-ELW=,2013-03-29
DS-SFP-FC8G-SW1,2013-03-29
DS-SFP-FC8G-LW1,2013-03-29
DS-SFP-FC8G-ER1,2013-03-29
DS-X9648-1536K9B=,2013-03-29
DS-X9648-1536TLK9=,2013-03-29
DS-SFP-FC8G-SW=1,2013-03-29
DS-SFP-FC8G-LW=1,2013-03-29
DS-SFP-FC8G-ER=1,2013-03-29
"DS-SFP-10GE-SR, SFP‑10G-SR",2013-03-29
"DS-SFP-10GE-LR, SFP‑10G-LR",2013-03-29
DS-C9706-FD-MB,2013-03-29
DCNM License for SAN Analytics on MDS9700 3 year,2013-03-29
DCNM License for SAN Analytics on MDS9700 5 year,2013-03-29
DS-X9706-FAB3=,2013-03-29
DS-C9706-FAN=,2013-03-29
"DS-SFP-10GE-SR=, SFP‑10G-SR=",2013-03-29
"DS-SFP-10GE-LR=, SFP‑10G-LR=",2013-03-29
DS-C9706-FD-MB=,2013-03-29
DS-C9706-RMK=,2013-03-29
DS-C9706-BSK=,2013-03-29
DS-C9706-CBTOP=,2013-03-29
DCNM License for SAN Analytics on MDS9700 3 year spare,2013-03-29
DCNM License for SAN Analytics on MDS9700 5 year spare,2013-03-29
DS-X9718-FAB3*,2013-03-29
QSFP-H40G-AOCXM,2013-03-29
DS-C9718-FD-MB,2013-03-29
DS-C9718=,2013-03-29
DS-X9718-FAB3=,2013-03-29
DS-C9718-FAN=,2013-03-29
QSFP-40G-SR-BD=,2013-03-29
QSFP-H40G-AOCXM=,2013-03-29
DS-C9718-FD-MB=,2013-03-29
DS-C9718-CBTOP=,2013-03-29
DS-C9718-BSK=,2013-03-29
DS-C9718-RMK=,2013-03-29
DS-C9718-FDAFLT=,2013-03-29
M97IOA2410,2013-03-29
M97IOA24102X,2013-03-29
SFP-10G-SR=DS-SFP-10GE-SR=,2013-03-29
SFP-10G-SR-S=,2013-03-29
SFP-10G-LR=DS-SFP-10GE-LR=,2013-03-29
SFP-10G-LR-S=,2013-03-29
SFP-10G-ER-S=,2013-03-29
DWDM-SFP10G-xxxx=,2013-03-29
SFP-H10GB-CUxx=,2013-03-29
SFP-H10GB-ACUxx=,2013-03-29
DS-CWDM8G-xxxx=,2013-03-29
QSFP-40/100-SRBD=,2013-03-29
DS-SFP-10GE-SRSFP-10G-SR,2013-03-29
DS-SFP-10GE-LRSFP-10G-LR,2013-03-29
"QSFP-H40G-AOCxM(x=1, 2, 3, 5, 7, or 10)",2013-03-29
ATA190-SC-K9,2014-09-30
SP-16FXS,2001-10-09
SP-1T1E1,2001-10-09
SP-24FXS,2001-10-09
SP-2T1E1,2001-10-09
SP-4T1E1,2001-10-09
SP-8FXS,2001-10-09
SP-8FXS-VIC,2001-10-09
IAD2430-24FXS,2001-10-09
IAD2431-1T1E1,2001-10-09
IAD2431-8FXS,2001-10-09
IAD2435-8FXS,2001-10-09
SPIAD2430-24FXS,2001-10-09
SPIAD2431-16FXS,2001-10-09
